function_kind,function_name,duration_ms,time_stamp,attributes
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.028,2019-06-04T18:09:15.893985Z,"{""handle"":{""opinfo"":{""stream_id"":140349062284240,""type"":""cudnnHandle_t""}},""dw_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[384,192,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}},""time_stamp"":""2019-06-04T18:09:15.893985Z"",""duration"":0,""x_desc"":{""dim_a"":{""val"":[1,384,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4}},""dy_desc"":{""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""val"":[55296,144,12,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""conv_desc"":{""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""val"":""CUDNN_CROSS_CORRELATION (1)"",""type"":""cudnnConvolutionMode_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""array_length"":{""val"":2,""type"":""int""},""pad_a"":{""type"":""int"",""val"":[0,0]},""group_count"":{""type"":""int"",""val"":2},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""type"":""int"",""val"":[1,1]}},""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize""}"
GetConvolutionForwardWorkspaceSize,cudnnGetConvolutionForwardWorkspaceSize,0.036,2019-06-04T18:09:15.894013Z,"{""function_kind"":""GetConvolutionForwardWorkspaceSize"",""duration"":0,""x_desc"":{""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]}},""y_desc"":{""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)""}},""function_name"":""cudnnGetConvolutionForwardWorkspaceSize"",""time_stamp"":""2019-06-04T18:09:15.894013Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""w_desc"":{""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,192,3,3]}},""conv_desc"":{""pad_a"":{""val"":[0,0],""type"":""int""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""array_length"":{""type"":""int"",""val"":2},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":2}}}"
ConvolutionForward,cudnnConvolutionForward,0.069,2019-06-04T18:09:15.894049Z,"{""work_space"":{""opinfo"":{""addr"":140349422960640,""location"":""dev""}},""y_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""function_name"":""cudnnConvolutionForward"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""conv_desc"":{""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""type"":""int"",""val"":2},""group_count"":{""val"":2,""type"":""int""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""val"":[1,1],""type"":""int""}},""time_stamp"":""2019-06-04T18:09:15.894049Z"",""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionFwdAlgo_t"",""val"":""CUDNN_CONVOLUTION_FWD_ALGO_WINOGRAD (6)""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""y_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]}},""duration"":0,""function_kind"":""ConvolutionForward"",""x_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,384,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349418766336}},""w_desc"":{""dim_a"":{""type"":""int"",""val"":[384,192,3,3]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349404086272}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":7374340}}}"
AddTensor,cudnnAddTensor,0.045,2019-06-04T18:09:15.894118Z,"{""function_kind"":""AddTensor"",""function_name"":""cudnnAddTensor"",""duration"":0,""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""bias_desc"":{""stride_a"":{""type"":""int"",""val"":[384,1,1,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,1,1]}},""src_dest_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,384,12,12],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""src_dest_data"":{""opinfo"":{""location"":""dev"",""addr"":140349390378496}},""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""bias_data"":{""opinfo"":{""location"":""dev"",""addr"":140349399027712}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""time_stamp"":""2019-06-04T18:09:15.894118Z""}"
CreateTensorDescriptor,cudnnCreateTensorDescriptor,0.014,2019-06-04T18:09:15.894163Z,
CreateTensorDescriptor,cudnnCreateTensorDescriptor,0.01,2019-06-04T18:09:15.894177Z,
CreateTensorDescriptor,cudnnCreateTensorDescriptor,0.009,2019-06-04T18:09:15.894187Z,
CreateFilterDescriptor,cudnnCreateFilterDescriptor,0.009,2019-06-04T18:09:15.894196Z,
CreateConvolutionDescriptor,cudnnCreateConvolutionDescriptor,0.01,2019-06-04T18:09:15.894205Z,
CreateConvolutionDescriptor,cudnnCreateConvolutionDescriptor,0.014,2019-06-04T18:09:15.894215Z,
CreateConvolutionDescriptor,cudnnCreateConvolutionDescriptor,0.016,2019-06-04T18:09:15.894229Z,
SetConvolution2dDescriptor,cudnnSetConvolution2dDescriptor,0.015,2019-06-04T18:09:15.894245Z,"{""dilation_w"":{""opinfo"":{""type"":""int"",""val"":1}},""mode"":{""opinfo"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894245Z"",""u"":{""opinfo"":{""type"":""int"",""val"":1}},""v"":{""opinfo"":{""val"":1,""type"":""int""}},""dilation_h"":{""opinfo"":{""type"":""int"",""val"":1}},""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_kind"":""SetConvolution2dDescriptor"",""function_name"":""cudnnSetConvolution2dDescriptor"",""pad_h"":{""opinfo"":{""type"":""int"",""val"":0}},""pad_w"":{""opinfo"":{""type"":""int"",""val"":0}}}"
SetConvolutionNdDescriptor,cudnnSetConvolutionNdDescriptor,0.013,2019-06-04T18:09:15.89426Z,"{""stride_a"":{""opinfo"":{""type"":""int"",""val"":[1,1]}},""dilation_a"":{""opinfo"":{""type"":""int"",""val"":[1,1]}},""function_name"":""cudnnSetConvolutionNdDescriptor"",""duration"":0,""array_length"":{""opinfo"":{""type"":""int"",""val"":2}},""pad_a"":{""opinfo"":{""val"":[0,0],""type"":""int""}},""mode"":{""opinfo"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_kind"":""SetConvolutionNdDescriptor"",""time_stamp"":""2019-06-04T18:09:15.89426Z""}"
SetConvolution2dDescriptor,cudnnSetConvolution2dDescriptor,0.013,2019-06-04T18:09:15.894273Z,"{""u"":{""opinfo"":{""type"":""int"",""val"":1}},""dilation_h"":{""opinfo"":{""val"":1,""type"":""int""}},""dilation_w"":{""opinfo"":{""val"":1,""type"":""int""}},""function_kind"":""SetConvolution2dDescriptor"",""function_name"":""cudnnSetConvolution2dDescriptor"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894273Z"",""pad_h"":{""opinfo"":{""val"":0,""type"":""int""}},""pad_w"":{""opinfo"":{""type"":""int"",""val"":0}},""v"":{""opinfo"":{""type"":""int"",""val"":1}},""mode"":{""opinfo"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""data_type"":{""opinfo"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}}}"
SetConvolutionNdDescriptor,cudnnSetConvolutionNdDescriptor,0.013,2019-06-04T18:09:15.894286Z,"{""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_kind"":""SetConvolutionNdDescriptor"",""function_name"":""cudnnSetConvolutionNdDescriptor"",""time_stamp"":""2019-06-04T18:09:15.894286Z"",""stride_a"":{""opinfo"":{""val"":[1,1],""type"":""int""}},""pad_a"":{""opinfo"":{""val"":[0,0],""type"":""int""}},""dilation_a"":{""opinfo"":{""type"":""int"",""val"":[1,1]}},""mode"":{""opinfo"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""duration"":0,""array_length"":{""opinfo"":{""type"":""int"",""val"":2}}}"
SetConvolution2dDescriptor,cudnnSetConvolution2dDescriptor,0.013,2019-06-04T18:09:15.894299Z,"{""time_stamp"":""2019-06-04T18:09:15.894299Z"",""pad_h"":{""opinfo"":{""type"":""int"",""val"":0}},""u"":{""opinfo"":{""type"":""int"",""val"":1}},""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""duration"":0,""mode"":{""opinfo"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""function_kind"":""SetConvolution2dDescriptor"",""function_name"":""cudnnSetConvolution2dDescriptor"",""pad_w"":{""opinfo"":{""val"":0,""type"":""int""}},""v"":{""opinfo"":{""type"":""int"",""val"":1}},""dilation_h"":{""opinfo"":{""type"":""int"",""val"":1}},""dilation_w"":{""opinfo"":{""type"":""int"",""val"":1}}}"
SetConvolutionNdDescriptor,cudnnSetConvolutionNdDescriptor,0.014,2019-06-04T18:09:15.894312Z,"{""function_name"":""cudnnSetConvolutionNdDescriptor"",""array_length"":{""opinfo"":{""type"":""int"",""val"":2}},""pad_a"":{""opinfo"":{""type"":""int"",""val"":[0,0]}},""stride_a"":{""opinfo"":{""type"":""int"",""val"":[1,1]}},""dilation_a"":{""opinfo"":{""type"":""int"",""val"":[1,1]}},""mode"":{""opinfo"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""function_kind"":""SetConvolutionNdDescriptor"",""time_stamp"":""2019-06-04T18:09:15.894312Z"",""duration"":0}"
SetFilter4dDescriptor,cudnnSetFilter4dDescriptor,0.012,2019-06-04T18:09:15.894326Z,"{""duration"":0,""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""k"":{""opinfo"":{""val"":256,""type"":""int""}},""c"":{""opinfo"":{""type"":""int"",""val"":192}},""h"":{""opinfo"":{""type"":""int"",""val"":3}},""w"":{""opinfo"":{""val"":3,""type"":""int""}},""function_kind"":""SetFilter4dDescriptor"",""format"":{""opinfo"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""}},""function_name"":""cudnnSetFilter4dDescriptor"",""time_stamp"":""2019-06-04T18:09:15.894326Z""}"
SetFilterNdDescriptor,cudnnSetFilterNdDescriptor,0.014,2019-06-04T18:09:15.894338Z,"{""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894338Z"",""data_type"":{""opinfo"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""format"":{""opinfo"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""nb_dims"":{""opinfo"":{""type"":""int"",""val"":4}},""filter_dim_a"":{""opinfo"":{""type"":""int"",""val"":[256,192,3,3]}},""function_kind"":""SetFilterNdDescriptor"",""function_name"":""cudnnSetFilterNdDescriptor""}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.011,2019-06-04T18:09:15.894352Z,"{""math_type"":{""opinfo"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894352Z""}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.009,2019-06-04T18:09:15.894363Z,"{""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894363Z"",""math_type"":{""opinfo"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType""}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.01,2019-06-04T18:09:15.894372Z,"{""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894372Z"",""math_type"":{""opinfo"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""}}}"
SetConvolutionGroupCount,cudnnSetConvolutionGroupCount,0.01,2019-06-04T18:09:15.894382Z,"{""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894382Z"",""group_count"":{""opinfo"":{""type"":""int"",""val"":2}},""function_kind"":""SetConvolutionGroupCount"",""function_name"":""cudnnSetConvolutionGroupCount""}"
SetConvolutionGroupCount,cudnnSetConvolutionGroupCount,0.009,2019-06-04T18:09:15.894392Z,"{""group_count"":{""opinfo"":{""val"":2,""type"":""int""}},""function_kind"":""SetConvolutionGroupCount"",""function_name"":""cudnnSetConvolutionGroupCount"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894392Z""}"
SetConvolutionGroupCount,cudnnSetConvolutionGroupCount,0.013,2019-06-04T18:09:15.894401Z,"{""group_count"":{""opinfo"":{""val"":2,""type"":""int""}},""function_kind"":""SetConvolutionGroupCount"",""function_name"":""cudnnSetConvolutionGroupCount"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894401Z""}"
SetTensorNdDescriptor,cudnnSetTensorNdDescriptor,0.013,2019-06-04T18:09:15.894414Z,"{""time_stamp"":""2019-06-04T18:09:15.894414Z"",""data_type"":{""opinfo"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""nb_dims"":{""opinfo"":{""type"":""int"",""val"":4}},""dim_a"":{""opinfo"":{""type"":""int"",""val"":[1,384,14,14]}},""stride_a"":{""opinfo"":{""type"":""int"",""val"":[75264,196,14,1]}},""function_kind"":""SetTensorNdDescriptor"",""function_name"":""cudnnSetTensorNdDescriptor"",""duration"":0}"
SetTensorNdDescriptor,cudnnSetTensorNdDescriptor,0.013,2019-06-04T18:09:15.894427Z,"{""data_type"":{""opinfo"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""nb_dims"":{""opinfo"":{""val"":4,""type"":""int""}},""dim_a"":{""opinfo"":{""type"":""int"",""val"":[1,256,12,12]}},""stride_a"":{""opinfo"":{""type"":""int"",""val"":[36864,144,12,1]}},""function_kind"":""SetTensorNdDescriptor"",""function_name"":""cudnnSetTensorNdDescriptor"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894427Z""}"
SetTensorNdDescriptor,cudnnSetTensorNdDescriptor,0.012,2019-06-04T18:09:15.89444Z,"{""time_stamp"":""2019-06-04T18:09:15.89444Z"",""data_type"":{""opinfo"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""nb_dims"":{""opinfo"":{""type"":""int"",""val"":4}},""dim_a"":{""opinfo"":{""type"":""int"",""val"":[1,256,1,1]}},""stride_a"":{""opinfo"":{""type"":""int"",""val"":[256,1,1,1]}},""function_kind"":""SetTensorNdDescriptor"",""function_name"":""cudnnSetTensorNdDescriptor"",""duration"":0}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.011,2019-06-04T18:09:15.894452Z,"{""math_type"":{""opinfo"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894452Z""}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.01,2019-06-04T18:09:15.894463Z,"{""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894463Z"",""math_type"":{""opinfo"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""}}}"
SetConvolutionMathType,cudnnSetConvolutionMathType,0.025,2019-06-04T18:09:15.894473Z,"{""time_stamp"":""2019-06-04T18:09:15.894473Z"",""math_type"":{""opinfo"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}},""function_kind"":""SetConvolutionMathType"",""function_name"":""cudnnSetConvolutionMathType"",""duration"":0}"
GetConvolutionBackwardDataWorkspaceSize,cudnnGetConvolutionBackwardDataWorkspaceSize,0.031,2019-06-04T18:09:15.894498Z,"{""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_WINOGRAD (4)""}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.894498Z"",""dx_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]},""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""function_kind"":""GetConvolutionBackwardDataWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardDataWorkspaceSize"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""w_desc"":{""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""dy_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,12,12]},""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]}},""conv_desc"":{""stride_a"":{""val"":[1,1],""type"":""int""},""dilation_a"":{""type"":""int"",""val"":[1,1]},""array_length"":{""type"":""int"",""val"":2},""pad_a"":{""type"":""int"",""val"":[0,0]},""group_count"":{""type"":""int"",""val"":2},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""val"":""CUDNN_CROSS_CORRELATION (1)"",""type"":""cudnnConvolutionMode_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}}}"
GetConvolutionBackwardFilterWorkspaceSize,cudnnGetConvolutionBackwardFilterWorkspaceSize,0.029,2019-06-04T18:09:15.894529Z,"{""time_stamp"":""2019-06-04T18:09:15.894529Z"",""x_desc"":{""stride_a"":{""type"":""int"",""val"":[75264,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,14,14]}},""dy_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,12,12]},""stride_a"":{""type"":""int"",""val"":[36864,144,12,1]}},""conv_desc"":{""array_length"":{""type"":""int"",""val"":2},""stride_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""pad_a"":{""type"":""int"",""val"":[0,0]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""},""dilation_a"":{""val"":[1,1],""type"":""int""},""group_count"":{""val"":2,""type"":""int""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""function_kind"":""GetConvolutionBackwardFilterWorkspaceSize"",""function_name"":""cudnnGetConvolutionBackwardFilterWorkspaceSize"",""duration"":0,""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140349062284240}},""dw_desc"":{""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[256,192,3,3]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}}}"
