function_kind,function_name,duration_ms,time_stamp,attributes
ConvolutionBackwardFilter,cudnnConvolutionBackwardFilter,0.277,2019-06-04T18:09:15.788346Z,"{""dw_desc"":{""dim_a"":{""type"":""int"",""val"":[384,256,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""val"":4,""type"":""int""}},""function_kind"":""ConvolutionBackwardFilter"",""function_name"":""cudnnConvolutionBackwardFilter"",""x_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,14,14]},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_0 (0)""}},""dw_data"":{""opinfo"":{""location"":""dev"",""addr"":140349423161344}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349426700288}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":""NULL_PTR""}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":0}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.788346Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dy_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""val"":[55296,144,12,1],""type"":""int""}},""conv_desc"":{""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""stride_a"":{""type"":""int"",""val"":[1,1]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""val"":""CUDNN_DEFAULT_MATH (0)"",""type"":""cudnnMathType_t""},""array_length"":{""type"":""int"",""val"":2},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""pad_a"":{""val"":[0,0],""type"":""int""},""group_count"":{""val"":1,""type"":""int""},""dilation_a"":{""type"":""int"",""val"":[1,1]}}}"
ConvolutionBackwardFilter,cudnnConvolutionBackwardFilter,2.612,2019-06-04T18:09:15.788623Z,"{""time_stamp"":""2019-06-04T18:09:15.788623Z"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""x_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,256,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""function_kind"":""ConvolutionBackwardFilter"",""dw_desc"":{""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,256,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""}},""function_name"":""cudnnConvolutionBackwardFilter"",""duration"":0,""dy_desc"":{""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[1,384,12,12],""type"":""int""}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349426700288}},""conv_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""val"":[0,0],""type"":""int""},""array_length"":{""type"":""int"",""val"":2},""dilation_a"":{""type"":""int"",""val"":[1,1]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""stride_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":1}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_1 (1)""}},""alpha"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""work_space_size_in_bytes"":{""opinfo"":{""val"":3328,""type"":""size_t""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""work_space"":{""opinfo"":{""addr"":140349410091008,""location"":""dev""}},""dw_data"":{""opinfo"":{""location"":""dev"",""addr"":140349423161344}}}"
ConvolutionBackwardFilter,cudnnConvolutionBackwardFilter,2.372,2019-06-04T18:09:15.791235Z,"{""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_FFT (2)""}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":226713600}},""duration"":0,""work_space"":{""opinfo"":{""addr"":140347317420032,""location"":""dev""}},""function_kind"":""ConvolutionBackwardFilter"",""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""x_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""val"":[1,256,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]}},""x_data"":{""opinfo"":{""addr"":140349422960640,""location"":""dev""}},""time_stamp"":""2019-06-04T18:09:15.791235Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""beta"":{""opinfo"":{""val"":0,""type"":""CUDNN_DATA_FLOAT""}},""dw_data"":{""opinfo"":{""location"":""dev"",""addr"":140349423161344}},""dw_desc"":{""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,256,3,3]}},""function_name"":""cudnnConvolutionBackwardFilter"",""dy_desc"":{""stride_a"":{""val"":[55296,144,12,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349426700288}},""conv_desc"":{""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""array_length"":{""type"":""int"",""val"":2},""pad_a"":{""val"":[0,0],""type"":""int""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""group_count"":{""type"":""int"",""val"":1},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""}}}"
ConvolutionBackwardFilter,cudnnConvolutionBackwardFilter,0.81,2019-06-04T18:09:15.793607Z,"{""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdFilterAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_3 (3)""}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349410091008}},""duration"":0,""time_stamp"":""2019-06-04T18:09:15.793607Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349426700288}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":3328}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""dy_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,384,12,12],""type"":""int""},""stride_a"":{""val"":[55296,144,12,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""dw_desc"":{""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,256,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""}},""function_kind"":""ConvolutionBackwardFilter"",""function_name"":""cudnnConvolutionBackwardFilter"",""x_desc"":{""dim_a"":{""type"":""int"",""val"":[1,256,14,14]},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4}},""conv_desc"":{""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":1},""array_length"":{""type"":""int"",""val"":2},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""}},""dw_data"":{""opinfo"":{""location"":""dev"",""addr"":140349423161344}}}"
ConvolutionBackwardFilter,cudnnConvolutionBackwardFilter,4.199,2019-06-04T18:09:15.794417Z,"{""alpha"":{""opinfo"":{""val"":1,""type"":""CUDNN_DATA_FLOAT""}},""conv_desc"":{""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""val"":2,""type"":""int""},""pad_a"":{""type"":""int"",""val"":[0,0]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""group_count"":{""val"":1,""type"":""int""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""type"":""int"",""val"":[1,1]}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_BWD_FILTER_ALGO_WINOGRAD_NONFUSED (5)"",""type"":""cudnnConvolutionBwdFilterAlgo_t""}},""work_space_size_in_bytes"":{""opinfo"":{""val"":14985216,""type"":""size_t""}},""dw_data"":{""opinfo"":{""addr"":140349423161344,""location"":""dev""}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349426700288}},""function_kind"":""ConvolutionBackwardFilter"",""time_stamp"":""2019-06-04T18:09:15.794417Z"",""x_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,256,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""x_data"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""dy_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,384,12,12],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349427154944}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""duration"":0,""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dw_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[384,256,3,3],""type"":""int""},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0}},""function_name"":""cudnnConvolutionBackwardFilter""}"
GetConvolutionBackwardDataAlgorithmMaxCount,cudnnGetConvolutionBackwardDataAlgorithmMaxCount,0.044,2019-06-04T18:09:15.798616Z,"{""function_name"":""cudnnGetConvolutionBackwardDataAlgorithmMaxCount"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.798616Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""function_kind"":""GetConvolutionBackwardDataAlgorithmMaxCount""}"
FindConvolutionBackwardDataAlgorithm,cudnnFindConvolutionBackwardDataAlgorithm,1.037,2019-06-04T18:09:15.79866Z,"{""time_stamp"":""2019-06-04T18:09:15.79866Z"",""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""filter_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,256,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""}},""diff_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""val"":4,""type"":""int""},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]}},""conv_desc"":{""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""pad_a"":{""type"":""int"",""val"":[0,0]},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""type"":""int"",""val"":1},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""val"":2,""type"":""int""}},""function_name"":""cudnnFindConvolutionBackwardDataAlgorithm"",""duration"":0,""grad_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,14,14]},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""requested_algo_count"":{""opinfo"":{""type"":""int"",""val"":8}},""function_kind"":""FindConvolutionBackwardDataAlgorithm""}"
ConvolutionBackwardData,cudnnConvolutionBackwardData,0.348,2019-06-04T18:09:15.799697Z,"{""w_desc"":{""dim_a"":{""val"":[384,256,3,3],""type"":""int""},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""},""vect"":{""val"":0,""type"":""int""},""nb_dims"":{""type"":""int"",""val"":4}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349426700288}},""conv_desc"":{""dilation_a"":{""type"":""int"",""val"":[1,1]},""pad_a"":{""type"":""int"",""val"":[0,0]},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""val"":1,""type"":""int""},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""type"":""int"",""val"":2}},""dx_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,256,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]}},""function_kind"":""ConvolutionBackwardData"",""time_stamp"":""2019-06-04T18:09:15.799697Z"",""handle"":{""opinfo"":{""stream_id"":140348928066512,""type"":""cudnnHandle_t""}},""algo"":{""opinfo"":{""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)"",""type"":""cudnnConvolutionBwdDataAlgo_t""}},""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349423161344}},""duration"":0,""dy_desc"":{""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""type"":""int"",""val"":[55296,144,12,1]},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":""NULL_PTR""}},""work_space_size_in_bytes"":{""opinfo"":{""val"":0,""type"":""size_t""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""dx_data"":{""opinfo"":{""addr"":140349422960640,""location"":""dev""}},""function_name"":""cudnnConvolutionBackwardData""}"
ConvolutionBackwardData,cudnnConvolutionBackwardData,0.336,2019-06-04T18:09:15.800045Z,"{""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dy_desc"":{""stride_a"":{""val"":[55296,144,12,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]}},""work_space_size_in_bytes"":{""opinfo"":{""val"":0,""type"":""size_t""}},""dx_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""val"":[1,256,14,14],""type"":""int""},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]}},""function_kind"":""ConvolutionBackwardData"",""function_name"":""cudnnConvolutionBackwardData"",""w_desc"":{""dim_a"":{""type"":""int"",""val"":[384,256,3,3]},""format"":{""val"":""CUDNN_TENSOR_NCHW (0)"",""type"":""cudnnTensorFormat_t""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4}},""w_data"":{""opinfo"":{""location"":""dev"",""addr"":140349423161344}},""conv_desc"":{""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""array_length"":{""type"":""int"",""val"":2},""pad_a"":{""type"":""int"",""val"":[0,0]},""dilation_a"":{""type"":""int"",""val"":[1,1]},""group_count"":{""val"":1,""type"":""int""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":""NULL_PTR""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""duration"":0,""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""dy_data"":{""opinfo"":{""location"":""dev"",""addr"":140349426700288}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_0 (0)""}},""dx_data"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""time_stamp"":""2019-06-04T18:09:15.800045Z""}"
ConvolutionBackwardData,cudnnConvolutionBackwardData,2.492,2019-06-04T18:09:15.800381Z,"{""function_kind"":""ConvolutionBackwardData"",""duration"":0,""time_stamp"":""2019-06-04T18:09:15.800381Z"",""w_desc"":{""vect"":{""type"":""int"",""val"":0},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[384,256,3,3]},""format"":{""type"":""cudnnTensorFormat_t"",""val"":""CUDNN_TENSOR_NCHW (0)""},""opinfo"":{""type"":""cudnnFilterDescriptor_t""},""data_type"":{""val"":""CUDNN_DATA_FLOAT (0)"",""type"":""cudnnDataType_t""}},""work_space_size_in_bytes"":{""opinfo"":{""type"":""size_t"",""val"":3360}},""dx_data"":{""opinfo"":{""location"":""dev"",""addr"":140349422960640}},""work_space"":{""opinfo"":{""location"":""dev"",""addr"":140349410091008}},""function_name"":""cudnnConvolutionBackwardData"",""alpha"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":1}},""w_data"":{""opinfo"":{""addr"":140349423161344,""location"":""dev""}},""conv_desc"":{""math_type"":{""type"":""cudnnMathType_t"",""val"":""CUDNN_DEFAULT_MATH (0)""},""array_length"":{""type"":""int"",""val"":2},""group_count"":{""type"":""int"",""val"":1},""pad_a"":{""type"":""int"",""val"":[0,0]},""mode"":{""type"":""cudnnConvolutionMode_t"",""val"":""CUDNN_CROSS_CORRELATION (1)""},""opinfo"":{""type"":""cudnnConvolutionDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""stride_a"":{""type"":""int"",""val"":[1,1]},""dilation_a"":{""type"":""int"",""val"":[1,1]}},""algo"":{""opinfo"":{""type"":""cudnnConvolutionBwdDataAlgo_t"",""val"":""CUDNN_CONVOLUTION_BWD_DATA_ALGO_1 (1)""}},""beta"":{""opinfo"":{""type"":""CUDNN_DATA_FLOAT"",""val"":0}},""dx_desc"":{""opinfo"":{""type"":""cudnnTensorDescriptor_t""},""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,256,14,14]},""stride_a"":{""type"":""int"",""val"":[50176,196,14,1]}},""handle"":{""opinfo"":{""type"":""cudnnHandle_t"",""stream_id"":140348928066512}},""dy_desc"":{""data_type"":{""type"":""cudnnDataType_t"",""val"":""CUDNN_DATA_FLOAT (0)""},""nb_dims"":{""type"":""int"",""val"":4},""dim_a"":{""type"":""int"",""val"":[1,384,12,12]},""stride_a"":{""val"":[55296,144,12,1],""type"":""int""},""opinfo"":{""type"":""cudnnTensorDescriptor_t""}},""dy_data"":{""opinfo"":{""addr"":140349426700288,""location"":""dev""}}}"
